Locus,Total_Depth,Average_Depth_sample,Depth_for_NA05162
X:31137543,0,0.00,0
X:31137544,0,0.00,0
X:31137545,0,0.00,0
X:31137546,0,0.00,0
X:31137547,0,0.00,0
X:31137548,0,0.00,0
X:31137549,0,0.00,0
X:31137550,0,0.00,0
X:31137551,0,0.00,0
X:31137552,0,0.00,0
X:31137553,0,0.00,0
X:31137554,0,0.00,0
X:31137555,0,0.00,0
X:31137556,0,0.00,0
X:31137557,0,0.00,0
X:31137558,0,0.00,0
X:31137559,0,0.00,0
X:31137560,0,0.00,0
X:31137561,0,0.00,0
X:31137562,0,0.00,0
X:31137563,0,0.00,0
X:31137564,0,0.00,0
X:31137565,0,0.00,0
X:31137566,0,0.00,0
X:31137567,0,0.00,0
X:31137568,0,0.00,0
X:31137569,0,0.00,0
X:31137570,0,0.00,0
X:31137571,0,0.00,0
X:31137572,0,0.00,0
X:31137573,0,0.00,0
X:31137574,0,0.00,0
X:31137575,0,0.00,0
X:31137576,0,0.00,0
X:31137577,0,0.00,0
X:31137578,0,0.00,0
X:31137579,0,0.00,0
X:31137580,0,0.00,0
X:31137581,0,0.00,0
X:31137582,0,0.00,0
X:31137583,0,0.00,0
X:31137584,0,0.00,0
X:31137585,0,0.00,0
X:31137586,0,0.00,0
X:31137587,0,0.00,0
X:31137588,0,0.00,0
X:31137589,0,0.00,0
X:31137590,0,0.00,0
X:31137591,0,0.00,0
X:31137592,0,0.00,0
X:31137593,0,0.00,0
X:31137594,0,0.00,0
X:31137595,0,0.00,0
X:31137596,0,0.00,0
X:31137597,0,0.00,0
X:31137598,0,0.00,0
X:31137599,0,0.00,0
X:31137600,0,0.00,0
X:31137601,0,0.00,0
X:31137602,0,0.00,0
X:31137603,0,0.00,0
X:31137604,0,0.00,0
X:31137605,0,0.00,0
X:31137606,0,0.00,0
X:31137607,0,0.00,0
X:31137608,0,0.00,0
X:31137609,0,0.00,0
X:31137610,0,0.00,0
X:31137611,0,0.00,0
X:31137612,0,0.00,0
X:31137613,0,0.00,0
X:31137614,0,0.00,0
X:31137615,0,0.00,0
X:31137616,0,0.00,0
X:31137617,0,0.00,0
X:31137618,0,0.00,0
X:31137619,0,0.00,0
X:31137620,0,0.00,0
X:31137621,0,0.00,0
X:31137622,0,0.00,0
X:31137623,0,0.00,0
X:31137624,0,0.00,0
X:31137625,0,0.00,0
X:31137626,0,0.00,0
X:31137627,0,0.00,0
X:31137628,0,0.00,0
X:31137629,0,0.00,0
X:31137630,0,0.00,0
X:31137631,0,0.00,0
X:31137632,0,0.00,0
X:31137633,0,0.00,0
X:31137634,0,0.00,0
X:31137635,0,0.00,0
X:31137636,0,0.00,0
X:31137637,0,0.00,0
X:31137638,0,0.00,0
X:31137639,0,0.00,0
X:31137640,0,0.00,0
X:31137641,0,0.00,0
X:31137642,0,0.00,0
X:31137643,0,0.00,0
X:31137644,0,0.00,0
X:31137645,0,0.00,0
X:31137646,0,0.00,0
X:31137647,0,0.00,0
X:31137648,0,0.00,0
X:31137649,0,0.00,0
X:31137650,0,0.00,0
X:31137651,0,0.00,0
X:31137652,0,0.00,0
X:31137653,0,0.00,0
X:31137654,0,0.00,0
X:31137655,0,0.00,0
X:31137656,0,0.00,0
X:31137657,0,0.00,0
X:31137658,0,0.00,0
X:31137659,0,0.00,0
X:31137660,0,0.00,0
X:31137661,0,0.00,0
X:31137662,0,0.00,0
X:31137663,0,0.00,0
X:31137664,0,0.00,0
X:31137665,0,0.00,0
X:31137666,0,0.00,0
X:31137667,0,0.00,0
X:31137668,0,0.00,0
X:31137669,0,0.00,0
X:31137670,0,0.00,0
X:31137671,0,0.00,0
X:31137672,0,0.00,0
X:31137673,0,0.00,0
X:31137674,0,0.00,0
X:31137675,0,0.00,0
X:31137676,0,0.00,0
X:31137677,0,0.00,0
X:31137678,0,0.00,0
X:31137679,0,0.00,0
X:31137680,0,0.00,0
X:31137681,0,0.00,0
X:31137682,0,0.00,0
X:31137683,0,0.00,0
X:31137684,0,0.00,0
X:31137685,0,0.00,0
X:31137686,0,0.00,0
X:31137687,0,0.00,0
X:31137688,0,0.00,0
X:31137689,0,0.00,0
X:31137690,0,0.00,0
X:31137691,0,0.00,0
X:31137692,0,0.00,0
X:31137693,0,0.00,0
X:31137694,0,0.00,0
X:31137695,0,0.00,0
X:31137696,0,0.00,0
X:31137697,0,0.00,0
X:31137698,0,0.00,0
X:31137699,0,0.00,0
X:31137700,0,0.00,0
X:31137701,0,0.00,0
X:31137702,0,0.00,0
X:31137703,0,0.00,0
X:31137704,0,0.00,0
X:31137705,0,0.00,0
X:31137706,0,0.00,0
X:31137707,0,0.00,0
X:31137708,0,0.00,0
X:31137709,0,0.00,0
X:31137710,0,0.00,0
X:31137711,0,0.00,0
X:31137712,0,0.00,0
X:31137713,0,0.00,0
X:31137714,0,0.00,0
X:31137715,0,0.00,0
X:31137716,0,0.00,0
X:31137717,0,0.00,0
X:31137718,0,0.00,0
X:31137719,0,0.00,0
X:31137720,0,0.00,0
X:31137721,0,0.00,0
X:31137722,0,0.00,0
X:31137723,0,0.00,0
X:31137724,0,0.00,0
X:31137725,0,0.00,0
X:31137726,0,0.00,0
X:31137727,0,0.00,0
X:31137728,0,0.00,0
X:31137729,0,0.00,0
X:31137730,0,0.00,0
X:31137731,0,0.00,0
X:31137732,0,0.00,0
X:31137733,0,0.00,0
X:31137734,0,0.00,0
X:31137735,0,0.00,0
X:31137736,0,0.00,0
X:31137737,0,0.00,0
X:31137738,0,0.00,0
X:31137739,0,0.00,0
X:31137740,0,0.00,0
X:31137741,0,0.00,0
X:31137742,0,0.00,0
X:31137743,0,0.00,0
X:31137744,0,0.00,0
X:31137745,0,0.00,0
X:31137746,0,0.00,0
X:31137747,0,0.00,0
X:31137748,0,0.00,0
X:31137749,0,0.00,0
X:31137750,0,0.00,0
X:31137751,0,0.00,0
X:31137752,0,0.00,0
X:31137753,0,0.00,0
X:31137754,0,0.00,0
X:31137755,0,0.00,0
X:31137756,0,0.00,0
X:31137757,0,0.00,0
X:31137758,0,0.00,0
X:31137759,0,0.00,0
X:31137760,0,0.00,0
X:31137761,0,0.00,0
X:31137762,0,0.00,0
X:31137763,0,0.00,0
X:31137764,0,0.00,0
X:31137765,0,0.00,0
X:31137766,0,0.00,0
X:31137767,0,0.00,0
X:31137768,0,0.00,0
X:31137769,0,0.00,0
X:31137770,0,0.00,0
X:31137771,0,0.00,0
X:31137772,0,0.00,0
X:31137773,0,0.00,0
X:31137774,0,0.00,0
X:31137775,0,0.00,0
X:31137776,0,0.00,0
X:31137777,0,0.00,0
X:31137778,0,0.00,0
X:31137779,0,0.00,0
X:31137780,0,0.00,0
X:31137781,0,0.00,0
X:31137782,0,0.00,0
X:31137783,0,0.00,0
X:31137784,0,0.00,0
X:31137785,0,0.00,0
X:31137786,0,0.00,0
X:31137787,0,0.00,0
X:31137788,0,0.00,0
X:31137789,0,0.00,0
X:31137790,0,0.00,0
X:31137791,0,0.00,0
X:31137792,0,0.00,0
X:31137793,0,0.00,0
X:31137794,0,0.00,0
X:31137795,0,0.00,0
X:31137796,0,0.00,0
X:31137797,0,0.00,0
X:31137798,0,0.00,0
X:31137799,0,0.00,0
X:31137800,0,0.00,0
X:31137801,0,0.00,0
X:31137802,0,0.00,0
X:31137803,0,0.00,0
X:31137804,0,0.00,0
X:31137805,0,0.00,0
X:31137806,0,0.00,0
X:31137807,0,0.00,0
X:31137808,0,0.00,0
X:31137809,0,0.00,0
X:31137810,0,0.00,0
X:31137811,0,0.00,0
X:31137812,0,0.00,0
X:31137813,0,0.00,0
X:31137814,0,0.00,0
X:31137815,0,0.00,0
X:31137816,0,0.00,0
X:31137817,0,0.00,0
X:31137818,0,0.00,0
X:31137819,0,0.00,0
X:31137820,0,0.00,0
X:31137821,0,0.00,0
X:31137822,0,0.00,0
X:31137823,0,0.00,0
X:31137824,0,0.00,0
X:31137825,0,0.00,0
X:31137826,0,0.00,0
X:31137827,0,0.00,0
X:31137828,0,0.00,0
X:31137829,0,0.00,0
X:31137830,0,0.00,0
X:31137831,0,0.00,0
X:31137832,0,0.00,0
X:31137833,0,0.00,0
X:31137834,0,0.00,0
X:31137835,0,0.00,0
X:31137836,0,0.00,0
X:31137837,0,0.00,0
X:31137838,0,0.00,0
X:31137839,0,0.00,0
X:31137840,0,0.00,0
X:31137841,0,0.00,0
X:31137842,0,0.00,0
X:31137843,0,0.00,0
X:31137844,0,0.00,0
X:31137845,0,0.00,0
X:31137846,0,0.00,0
X:31137847,0,0.00,0
X:31137848,0,0.00,0
X:31137849,0,0.00,0
X:31137850,0,0.00,0
X:31137851,0,0.00,0
X:31137852,0,0.00,0
X:31137853,0,0.00,0
X:31137854,0,0.00,0
X:31137855,0,0.00,0
X:31137856,0,0.00,0
X:31137857,0,0.00,0
X:31137858,0,0.00,0
X:31137859,0,0.00,0
X:31137860,0,0.00,0
X:31137861,0,0.00,0
X:31137862,0,0.00,0
X:31137863,0,0.00,0
X:31137864,0,0.00,0
X:31137865,0,0.00,0
X:31137866,0,0.00,0
X:31137867,0,0.00,0
X:31137868,0,0.00,0
X:31137869,0,0.00,0
X:31137870,0,0.00,0
X:31137871,0,0.00,0
X:31137872,0,0.00,0
X:31137873,0,0.00,0
X:31137874,0,0.00,0
X:31137875,0,0.00,0
X:31137876,0,0.00,0
X:31137877,0,0.00,0
X:31137878,0,0.00,0
X:31137879,0,0.00,0
X:31137880,0,0.00,0
X:31137881,0,0.00,0
X:31137882,0,0.00,0
X:31137883,0,0.00,0
X:31137884,0,0.00,0
X:31137885,0,0.00,0
X:31137886,0,0.00,0
X:31137887,0,0.00,0
X:31137888,0,0.00,0
X:31137889,0,0.00,0
X:31137890,0,0.00,0
X:31137891,0,0.00,0
X:31137892,0,0.00,0
X:31137893,0,0.00,0
X:31137894,0,0.00,0
X:31137895,0,0.00,0
X:31137896,0,0.00,0
X:31137897,0,0.00,0
X:31137898,0,0.00,0
X:31137899,0,0.00,0
X:31137900,0,0.00,0
X:31137901,0,0.00,0
X:31137902,0,0.00,0
X:31137903,0,0.00,0
X:31137904,0,0.00,0
X:31137905,0,0.00,0
X:31137906,0,0.00,0
X:31137907,0,0.00,0
X:31137908,0,0.00,0
X:31137909,0,0.00,0
X:31137910,0,0.00,0
X:31137911,0,0.00,0
X:31137912,0,0.00,0
X:31137913,0,0.00,0
X:31137914,0,0.00,0
X:31137915,0,0.00,0
X:31137916,0,0.00,0
X:31137917,0,0.00,0
X:31137918,0,0.00,0
X:31137919,0,0.00,0
X:31137920,0,0.00,0
X:31137921,0,0.00,0
X:31137922,0,0.00,0
X:31137923,0,0.00,0
X:31137924,0,0.00,0
X:31137925,0,0.00,0
X:31137926,0,0.00,0
X:31137927,0,0.00,0
X:31137928,0,0.00,0
X:31137929,0,0.00,0
X:31137930,0,0.00,0
X:31137931,0,0.00,0
X:31137932,0,0.00,0
X:31137933,0,0.00,0
X:31137934,0,0.00,0
X:31137935,0,0.00,0
X:31137936,0,0.00,0
X:31137937,0,0.00,0
X:31137938,0,0.00,0
X:31137939,0,0.00,0
X:31137940,0,0.00,0
X:31137941,0,0.00,0
X:31137942,0,0.00,0
X:31137943,0,0.00,0
X:31137944,0,0.00,0
X:31137945,0,0.00,0
X:31137946,0,0.00,0
X:31137947,0,0.00,0
X:31137948,0,0.00,0
X:31137949,0,0.00,0
X:31137950,0,0.00,0
X:31137951,0,0.00,0
X:31137952,0,0.00,0
X:31137953,0,0.00,0
X:31137954,0,0.00,0
X:31137955,0,0.00,0
X:31137956,0,0.00,0
X:31137957,0,0.00,0
X:31137958,0,0.00,0
X:31137959,0,0.00,0
X:31137960,0,0.00,0
X:31137961,0,0.00,0
X:31137962,0,0.00,0
X:31137963,0,0.00,0
X:31137964,0,0.00,0
X:31137965,0,0.00,0
X:31137966,0,0.00,0
X:31137967,0,0.00,0
X:31137968,0,0.00,0
X:31137969,0,0.00,0
X:31137970,0,0.00,0
X:31137971,0,0.00,0
X:31137972,0,0.00,0
X:31137973,0,0.00,0
X:31137974,0,0.00,0
X:31137975,0,0.00,0
X:31137976,0,0.00,0
X:31137977,0,0.00,0
X:31137978,0,0.00,0
X:31137979,0,0.00,0
X:31137980,0,0.00,0
X:31137981,0,0.00,0
X:31137982,0,0.00,0
X:31137983,0,0.00,0
X:31137984,0,0.00,0
X:31137985,0,0.00,0
X:31137986,0,0.00,0
X:31137987,0,0.00,0
X:31137988,0,0.00,0
X:31137989,0,0.00,0
X:31137990,0,0.00,0
X:31137991,0,0.00,0
X:31137992,0,0.00,0
X:31137993,0,0.00,0
X:31137994,0,0.00,0
X:31137995,0,0.00,0
X:31137996,0,0.00,0
X:31137997,0,0.00,0
X:31137998,0,0.00,0
X:31137999,0,0.00,0
X:31138000,0,0.00,0
X:31138001,0,0.00,0
X:31138002,0,0.00,0
X:31138003,0,0.00,0
X:31138004,0,0.00,0
X:31138005,0,0.00,0
X:31138006,0,0.00,0
X:31138007,0,0.00,0
X:31138008,0,0.00,0
X:31138009,0,0.00,0
X:31138010,0,0.00,0
X:31138011,0,0.00,0
X:31138012,0,0.00,0
X:31138013,0,0.00,0
X:31138014,0,0.00,0
X:31138015,0,0.00,0
X:31138016,0,0.00,0
X:31138017,0,0.00,0
X:31138018,0,0.00,0
X:31138019,0,0.00,0
X:31138020,0,0.00,0
X:31138021,0,0.00,0
X:31138022,0,0.00,0
X:31138023,0,0.00,0
X:31138024,0,0.00,0
X:31138025,0,0.00,0
X:31138026,0,0.00,0
X:31138027,0,0.00,0
X:31138028,0,0.00,0
X:31138029,0,0.00,0
X:31138030,0,0.00,0
X:31138031,0,0.00,0
X:31138032,0,0.00,0
X:31138033,0,0.00,0
X:31138034,0,0.00,0
X:31138035,0,0.00,0
X:31138036,0,0.00,0
X:31138037,0,0.00,0
X:31138038,0,0.00,0
X:31138039,0,0.00,0
X:31138040,0,0.00,0
X:31138041,0,0.00,0
X:31138042,0,0.00,0
X:31138043,0,0.00,0
X:31138044,0,0.00,0
X:31138045,0,0.00,0
X:31138046,0,0.00,0
X:31138047,0,0.00,0
X:31138048,0,0.00,0
X:31138049,0,0.00,0
X:31138050,0,0.00,0
X:31138051,0,0.00,0
X:31138052,0,0.00,0
X:31138053,0,0.00,0
X:31138054,0,0.00,0
X:31138055,0,0.00,0
X:31138056,0,0.00,0
X:31138057,0,0.00,0
X:31138058,0,0.00,0
X:31138059,0,0.00,0
X:31138060,0,0.00,0
X:31138061,0,0.00,0
X:31138062,0,0.00,0
X:31138063,0,0.00,0
X:31138064,0,0.00,0
X:31138065,0,0.00,0
X:31138066,0,0.00,0
X:31138067,0,0.00,0
X:31138068,0,0.00,0
X:31138069,0,0.00,0
X:31138070,0,0.00,0
X:31138071,0,0.00,0
X:31138072,0,0.00,0
X:31138073,0,0.00,0
X:31138074,0,0.00,0
X:31138075,0,0.00,0
X:31138076,0,0.00,0
X:31138077,0,0.00,0
X:31138078,0,0.00,0
X:31138079,0,0.00,0
X:31138080,0,0.00,0
X:31138081,0,0.00,0
X:31138082,0,0.00,0
X:31138083,0,0.00,0
X:31138084,0,0.00,0
X:31138085,0,0.00,0
X:31138086,0,0.00,0
X:31138087,0,0.00,0
X:31138088,0,0.00,0
X:31138089,0,0.00,0
X:31138090,0,0.00,0
X:31138091,0,0.00,0
X:31138092,0,0.00,0
X:31138093,0,0.00,0
X:31138094,0,0.00,0
X:31138095,0,0.00,0
X:31138096,0,0.00,0
X:31138097,0,0.00,0
X:31138098,0,0.00,0
X:31138099,0,0.00,0
X:31138100,0,0.00,0
X:31138101,0,0.00,0
X:31138102,0,0.00,0
X:31138103,0,0.00,0
X:31138104,0,0.00,0
X:31138105,0,0.00,0
X:31138106,0,0.00,0
X:31138107,0,0.00,0
X:31138108,0,0.00,0
X:31138109,0,0.00,0
X:31138110,0,0.00,0
X:31138111,0,0.00,0
X:31138112,0,0.00,0
X:31138113,0,0.00,0
X:31138114,0,0.00,0
X:31138115,0,0.00,0
X:31138116,0,0.00,0
X:31138117,0,0.00,0
X:31138118,0,0.00,0
X:31138119,0,0.00,0
X:31138120,0,0.00,0
X:31138121,0,0.00,0
X:31138122,0,0.00,0
X:31138123,0,0.00,0
X:31138124,0,0.00,0
X:31138125,0,0.00,0
X:31138126,0,0.00,0
X:31138127,0,0.00,0
X:31138128,0,0.00,0
X:31138129,0,0.00,0
X:31138130,0,0.00,0
X:31138131,0,0.00,0
X:31138132,0,0.00,0
X:31138133,0,0.00,0
X:31138134,0,0.00,0
X:31138135,0,0.00,0
X:31138136,0,0.00,0
X:31138137,0,0.00,0
X:31138138,0,0.00,0
X:31138139,0,0.00,0
X:31138140,0,0.00,0
X:31138141,0,0.00,0
X:31138142,0,0.00,0
X:31138143,0,0.00,0
X:31138144,0,0.00,0
X:31138145,0,0.00,0
X:31138146,0,0.00,0
X:31138147,0,0.00,0
X:31138148,0,0.00,0
X:31138149,0,0.00,0
X:31138150,0,0.00,0
X:31138151,0,0.00,0
X:31138152,0,0.00,0
X:31138153,0,0.00,0
X:31138154,0,0.00,0
X:31138155,0,0.00,0
X:31138156,0,0.00,0
X:31138157,0,0.00,0
X:31138158,0,0.00,0
X:31138159,0,0.00,0
X:31138160,0,0.00,0
X:31138161,0,0.00,0
X:31138162,0,0.00,0
X:31138163,0,0.00,0
X:31138164,0,0.00,0
X:31138165,0,0.00,0
X:31138166,0,0.00,0
X:31138167,0,0.00,0
X:31138168,0,0.00,0
X:31138169,0,0.00,0
X:31138170,0,0.00,0
X:31138171,0,0.00,0
X:31138172,0,0.00,0
X:31138173,0,0.00,0
X:31138174,0,0.00,0
X:31138175,0,0.00,0
X:31138176,0,0.00,0
X:31138177,0,0.00,0
X:31138178,0,0.00,0
X:31138179,0,0.00,0
X:31138180,0,0.00,0
X:31138181,0,0.00,0
X:31138182,0,0.00,0
X:31138183,0,0.00,0
X:31138184,0,0.00,0
X:31138185,0,0.00,0
X:31138186,0,0.00,0
X:31138187,0,0.00,0
X:31138188,0,0.00,0
X:31138189,0,0.00,0
X:31138190,0,0.00,0
X:31138191,0,0.00,0
X:31138192,0,0.00,0
X:31138193,0,0.00,0
X:31138194,0,0.00,0
X:31138195,0,0.00,0
X:31138196,0,0.00,0
X:31138197,0,0.00,0
X:31138198,0,0.00,0
X:31138199,0,0.00,0
X:31138200,0,0.00,0
X:31138201,0,0.00,0
X:31138202,0,0.00,0
X:31138203,0,0.00,0
X:31138204,0,0.00,0
X:31138205,0,0.00,0
X:31138206,0,0.00,0
X:31138207,0,0.00,0
X:31138208,0,0.00,0
X:31138209,0,0.00,0
X:31138210,0,0.00,0
X:31138211,0,0.00,0
X:31138212,0,0.00,0
X:31138213,0,0.00,0
X:31138214,0,0.00,0
X:31138215,0,0.00,0
X:31138216,0,0.00,0
X:31138217,0,0.00,0
X:31138218,0,0.00,0
X:31138219,0,0.00,0
X:31138220,0,0.00,0
X:31138221,0,0.00,0
X:31138222,0,0.00,0
X:31138223,0,0.00,0
X:31138224,0,0.00,0
X:31138225,0,0.00,0
X:31138226,0,0.00,0
X:31138227,0,0.00,0
X:31138228,0,0.00,0
X:31138229,0,0.00,0
X:31138230,0,0.00,0
X:31138231,0,0.00,0
X:31138232,0,0.00,0
X:31138233,0,0.00,0
X:31138234,0,0.00,0
X:31138235,0,0.00,0
X:31138236,0,0.00,0
X:31138237,0,0.00,0
X:31138238,0,0.00,0
X:31138239,0,0.00,0
X:31138240,0,0.00,0
X:31138241,0,0.00,0
X:31138242,0,0.00,0
X:31138243,0,0.00,0
X:31138244,0,0.00,0
X:31138245,0,0.00,0
X:31138246,0,0.00,0
X:31138247,0,0.00,0
X:31138248,0,0.00,0
X:31138249,0,0.00,0
X:31138250,0,0.00,0
X:31138251,0,0.00,0
X:31138252,0,0.00,0
X:31138253,0,0.00,0
X:31138254,0,0.00,0
X:31138255,0,0.00,0
X:31138256,0,0.00,0
X:31138257,0,0.00,0
X:31138258,0,0.00,0
X:31138259,0,0.00,0
X:31138260,0,0.00,0
X:31138261,0,0.00,0
X:31138262,0,0.00,0
X:31138263,0,0.00,0
X:31138264,0,0.00,0
X:31138265,0,0.00,0
X:31138266,0,0.00,0
X:31138267,0,0.00,0
X:31138268,0,0.00,0
X:31138269,0,0.00,0
X:31138270,0,0.00,0
X:31138271,0,0.00,0
X:31138272,0,0.00,0
X:31138273,0,0.00,0
X:31138274,0,0.00,0
X:31138275,0,0.00,0
X:31138276,0,0.00,0
X:31138277,0,0.00,0
X:31138278,0,0.00,0
X:31138279,0,0.00,0
X:31138280,0,0.00,0
X:31138281,0,0.00,0
X:31138282,0,0.00,0
X:31138283,0,0.00,0
X:31138284,0,0.00,0
X:31138285,0,0.00,0
X:31138286,0,0.00,0
X:31138287,0,0.00,0
X:31138288,0,0.00,0
X:31138289,0,0.00,0
X:31138290,0,0.00,0
X:31138291,0,0.00,0
X:31138292,0,0.00,0
X:31138293,0,0.00,0
X:31138294,0,0.00,0
X:31138295,0,0.00,0
X:31138296,0,0.00,0
X:31138297,0,0.00,0
X:31138298,0,0.00,0
X:31138299,0,0.00,0
X:31138300,0,0.00,0
X:31138301,0,0.00,0
X:31138302,0,0.00,0
X:31138303,0,0.00,0
X:31138304,0,0.00,0
X:31138305,0,0.00,0
X:31138306,0,0.00,0
X:31138307,0,0.00,0
X:31138308,0,0.00,0
X:31138309,0,0.00,0
X:31138310,0,0.00,0
X:31138311,0,0.00,0
X:31138312,0,0.00,0
X:31138313,0,0.00,0
X:31138314,0,0.00,0
X:31138315,0,0.00,0
X:31138316,0,0.00,0
X:31138317,0,0.00,0
X:31138318,0,0.00,0
X:31138319,0,0.00,0
X:31138320,0,0.00,0
X:31138321,0,0.00,0
X:31138322,0,0.00,0
X:31138323,0,0.00,0
X:31138324,0,0.00,0
X:31138325,0,0.00,0
X:31138326,0,0.00,0
X:31138327,0,0.00,0
X:31138328,0,0.00,0
X:31138329,0,0.00,0
X:31138330,0,0.00,0
X:31138331,0,0.00,0
X:31138332,0,0.00,0
X:31138333,0,0.00,0
X:31138334,0,0.00,0
X:31138335,0,0.00,0
X:31138336,0,0.00,0
X:31138337,0,0.00,0
X:31138338,0,0.00,0
